CODPRED;NOMBRE_TF;NOMBRE_PREDIO;NOMBRE_TF_AUXILIAR;NOMBRE_PREDIO_AUXILIAR;RESOLUCION_TF;FECHA_RES_TF;TIPO_DE_RES;SUPERFICIE_PREDIO;SUP_DISP;SUP_NODISP;TIPO_TF;CLASIFICACION;CALIFICACION;DEPARTAMENTO;PROVINCIA;MUNICIPIO;MODALIDAD;NRO FOLIO REAL;CLASE_RES;DETALLE_RECTIFI;NOTA REMISION_UADM;FECHA_REM;HR_REMISION;FECHA_HR;GESTION_REPORTE;OBS_REPORTE;NOTA_CATASTRO_CC;CERTIF_TAN;FECHA_REVI;REGISTRO DDRR;NOTA EXTERNA ENVIO DDRR;HR DDRR;NOTA REMITIDA VIA SANEAMIENTO CATASTRO;OBS_PROCONT;OBS_COMPENSACION;OBSERVACION 1;0;COD_INV;EXPEDIENTE;NUMERO_ARCHIVADOR;CUERPOS;GAVETERO;CAJA;OBS_INVENTARIO;RESPONSABLE;DIRECTOR;REPORTE TF;PROCESO_CONTENCIOSO;ESTADO;ESTADO GLOBAL
219578;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;47.9737;47.9737;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;;;;;2007;;NO TIENE;FALSO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;SOBRE LA MISMA AREA  EXISTE DOS RES. RES. ADM. RA CS N° 0352/2010, RA-CS SC No229/2002HR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:FALTA ENVIAR;0;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
219579;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;51.0512;51.0512;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;;;;;2007;;NO TIENE;FALSO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;  OBS_DDRR:FALTA ENVIAR;0;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
219580;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;47.8749;47.8749;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;;;;;2007;;NO TIENE;FALSO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;  OBS_DDRR:FALTA ENVIAR;0;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
219581;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;51.1503;51.1503;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;;;;;2007;;NO TIENE;FALSO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;  OBS_DDRR:FALTA ENVIAR;0;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
219582;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;47.5313;47.5313;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;;;;;2007;;NO TIENE;FALSO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;  OBS_DDRR:FALTA ENVIAR;0;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
219583;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;47.6515;47.6515;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;;;;;2007;;NO TIENE;FALSO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;  OBS_DDRR:FALTA ENVIAR;0;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
219584;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;51.3735;51.3735;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;;;;;2007;;NO TIENE;FALSO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;  OBS_DDRR:FALTA ENVIAR;0;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
219585;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;49.6528;49.6528;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;;;;;2007;;NO TIENE;VERDADERO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;  OBS_DDRR:FALTA ENVIAR;0;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
219587;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;49.6528;49.6528;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;;;;;2007;;NO TIENE;FALSO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;  OBS_DDRR:FALTA ENVIAR;0;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
219599;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO DE EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;49.6528;49.6528;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;;;;;2007;;NO TIENE;FALSO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;  OBS_DDRR:FALTA ENVIAR;0;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
219602;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;49.6528;49.6528;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;;;;;2007;;NO TIENE;FALSO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;  OBS_DDRR:FALTA ENVIAR;0;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
219603;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;49.6528;49.6528;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;;;;;2007;;NO TIENE;FALSO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;  OBS_DDRR:FALTA ENVIAR;0;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
219604;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;49.7003;49.7003;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;;;;;2007;;NO TIENE;FALSO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;  OBS_DDRR:FALTA ENVIAR;0;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
219606;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;49.6054;49.6054;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;DGS No4286/2010;30/12/2010;;;2007;;NO TIENE;FALSO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;  OBS_DDRR:FALTA ENVIAR;;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;SI;;REPORTADO;TIERRA FISCAL VIGENTE
219607;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;49.6528;49.6528;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;;;;;2007;;NO TIENE;FALSO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;  OBS_DDRR:FALTA ENVIAR;0;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
219609;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;49.6528;49.6528;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;;;;;2007;;NO TIENE;FALSO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;  OBS_DDRR:FALTA ENVIAR;0;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
219612;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;49.6528;49.6528;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;;;;;2007;;NO TIENE;FALSO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;  OBS_DDRR:FALTA ENVIAR;0;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
219613;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;49.6528;49.6528;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;;;;;2007;;NO TIENE;FALSO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;  OBS_DDRR:FALTA ENVIAR;0;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
219616;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;49.6528;49.6528;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;;;;;2007;;NO TIENE;FALSO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;  OBS_DDRR:FALTA ENVIAR;0;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
219618;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;TIERRA FISCAL;COMUNIDAD CAMPESINA RIO GRANDE DEL MUNICIPIO EL PUENTE;RA-CS SC No229/2002;26/11/2002;ADMINISTRATIVA;49.6528;49.6528;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;CAT-SAN;;;;;;;;2007;;NO TIENE;FALSO;16/1/2015;DN-C-EXT. N°.15/2011;DN-C-EXT. N°.15/2011;;;;;  OBS_DDRR:FALTA ENVIAR;0;;;1;;;;;JESUS ZENTENO;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
223683;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-SS No1449/2005;15/12/2005;ADMINISTRATIVA;2.985;2.985;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;SAN-SIM;;;;DGS No2910/2012;16/11/2012;DN HRI No37636/2012;16/11/2012;2012;;SIN NOTA;FALSO;26/3/2015;;;;;;;MEDIANTE NOTA DGAT-CI No739/2018 de fecha 31/08/2018 fue devuelta, en la resol consignaILEGALIDAD DE POSESION  HR 22594/2018HR CATASTRO>DDRR:INF CAT:SEG. HR:SOL.PRESI:DGAT-CI Nº 591/2018 20924/2018SOL.PRESI:DGAT-CI Nº 591/2018 20924/2018SOL.PRESI:DGAT-CI Nº 591/2018 20924/2018 INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:FALTA ENVIAR;;202;202 S/USANEAMIENTO;;1;GAVETERO 2;CAJA 3;RECTIFICATORIA;CLETO MIRANDA;ROBERTO TORREZ VALDEZ;SI;;REPORTADO - AREA URBANA;TIERRA FISCAL VIGENTE
224552;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-SS No1336/2005;28/11/2005;ADMINISTRATIVA;24676.5567;24676.5567;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;SAN-SIM;7.05.3.01.0002269;;;;;;;2008;;;FALSO;16/1/2015;NOTA REMITIDA DGAT-CI Nº 587/2017 DE FECHA 07/11/2017,DGAT - CI - Nº 362/2018 Y DN HRI Nº13750/2018;DN-C-EXT. N°. 370/2018 22 de junio de 2018 Validado;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;1;;;;;JESUS ZENTENO;ROBERTO TORREZ VALDEZ;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
224582;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-SS No1336/2005;28/11/2005;ADMINISTRATIVA;27948.9778;176.4451;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;SAN-SIM;7.05.3.03.0000196;;;;;;;2008;;NO TIENE;FALSO;16/1/2015;DGAT - CI - Nº 362/2018 YDN HRI Nº13750/2018;DN-C-EXT. N°. 370/2018 22 de junio de 2018 Validado;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;1;;;;;JESUS ZENTENO;ROBERTO TORREZ VALDEZ;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
224584;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-SS No1336/2005;28/11/2005;ADMINISTRATIVA;4566.8231;4029.9829;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;SANTA CRUZ;;;SAN-SIM;7.05.3.01.0002276;;;;;;;2008;;;FALSO;16/1/2015;DGAT - CI - Nº 362/2018 YDN HRI Nº13750/2018;DN-C-EXT. N°. 370/2018 22 de junio de 2018 Validado;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;1;;;;;JESUS ZENTENO;ROBERTO TORREZ VALDEZ;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
227714;TIERRA FISCAL;BELLA VISTA;TIERRA FISCAL;BELLA VISTA;223091;14/4/2005;SUPREMA;1065.5812;1065.5812;;RECORTE;MEDIANA;GANADERA;SANTA CRUZ;;;SAN-SIM;;;;DGS No2218/2014;8/7/2014;DN HRI No17880/2014;1/7/2014;2014;;DGS-SC-N-CT-No.029/2014;FALSO;9/4/2015;NOTA REMITIDA DGAT-CI N°632/2017 DE FECHA 28/11/2017 HR 33155/2017;;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;57;;;;;CLETO MIRANDA;CARLOS D. MESA GISBERT;SI;;REPORTADO;TIERRA FISCAL VIGENTE
228925;TIERRA FISCAL;AYACUCHO;TIERRA FISCAL;AYACUCHO;15746;12/8/2017;SUPREMA;210.2511;202.8577;;ILEGALIDAD;SIN DEFINIR;SIN DEFINIR;SANTA CRUZ;;;SAN-SIM;7.05.0.10.0000298;;;DGST-No. 0670/2017;29/3/2017;DN HRI No.7747/2017;29/3/2017;2017;;DGS-SC-N-CT.No.156/2012;VERDADERO;6/6/2017;MEDIANTE NOTA DGAT-CI No578/2017 y HR 25866/2017;;31293/2023;DN HRI No7747/2017;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;1022;1022ok;100;2;10;1;;EDWIN CALLE CONDORI;EVO MORALES AYMA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
231911;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;US-DDLP No0012/2005;31/8/2005;ADMINISTRATIVA;12835.77;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;SAN-SIM;;;;;;;;2007;;;FALSO;6/2/2015;;;;;;;En la res.  Adm. Establece la sup. De 112707.1546 ha, SUMADO LA SUP DE LOS ID 231923, 231920, 231914, 231911 Y 231917 ES 110910.6092, DIFERENCIA DE SUPERFICIE 1796.5454 SERIDUBRE DE DOMINIO PUBLICOHR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:FALTA ENVIAR;0;;;10;;;;;NIEVEZ MORALES;RAMIRO FLORES;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
231914;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;US-DDLP No0012/2005;31/8/2005;ADMINISTRATIVA;37632.2363;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;SAN-SIM;;;;;;;;2007;;;FALSO;6/2/2015;;;;;;;En la res.  Adm. Establece la sup. De 112707.1546 ha, SUMADO LA SUP DE LOS ID 231923, 231920, 231914, 231911 Y 231917 ES 110910.6092, DIFERENCIA DE SUPERFICIE 1796.5454 SERIDUBRE DE DOMINIO PUBLICOHR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:FALTA ENVIAR;0;;;10;;;;;NIEVEZ MORALES;RAMIRO FLORES;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
