CODPRED;NOMBRE_TF;NOMBRE_PREDIO;NOMBRE_TF_AUXILIAR;NOMBRE_PREDIO_AUXILIAR;RESOLUCION_TF;FECHA_RES_TF;TIPO_DE_RES;SUPERFICIE_PREDIO;SUP_DISP;SUP_NODISP;TIPO_TF;CLASIFICACION;CALIFICACION;DEPARTAMENTO;PROVINCIA;MUNICIPIO;MODALIDAD;NRO FOLIO REAL;CLASE_RES;DETALLE_RECTIFI;NOTA REMISION_UADM;FECHA_REM;HR_REMISION;FECHA_HR;GESTION_REPORTE;OBS_REPORTE;NOTA_CATASTRO_CC;CERTIF_TAN;FECHA_REVI;REGISTRO DDRR;NOTA EXTERNA ENVIO DDRR;HR DDRR;NOTA REMITIDA VIA SANEAMIENTO CATASTRO;OBS_PROCONT;OBS_COMPENSACION;OBSERVACION 1;0;COD_INV;EXPEDIENTE;NUMERO_ARCHIVADOR;CUERPOS;GAVETERO;CAJA;OBS_INVENTARIO;RESPONSABLE;DIRECTOR;REPORTE TF;PROCESO_CONTENCIOSO;ESTADO;ESTADO GLOBAL
122840;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0676/2007;29/11/2007;ADMINISTRATIVA;248.0551;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;NO TIENE;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;La sup. De  la Res Adm es 1559.4904 ha.HR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122842;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0676/2007;29/11/2007;ADMINISTRATIVA;62.0138;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;NO TIENE;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;La sup. De  la Res Adm es 1559.4904 ha.HR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122844;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0676/2007;29/11/2007;ADMINISTRATIVA;174.8741;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;NO TIENE;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;La sup. De  la Res Adm es 1559.4904 ha.HR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122848;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0676/2007;29/11/2007;ADMINISTRATIVA;100.312;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;NO TIENE;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;La sup. De  la Res Adm es 1559.4904 ha.HR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122852;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0676/2007;29/11/2007;ADMINISTRATIVA;20.5426;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;NO TIENE;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;La sup. De  la Res Adm es 1559.4904 ha.HR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122859;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0627/2007;13/11/2007;ADMINISTRATIVA;15.6214;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha.SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha.SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha.SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha. INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122862;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0627/2007;13/11/2007;ADMINISTRATIVA;22.4397;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha.SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha.SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha.SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha. INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122872;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0627/2007;13/11/2007;ADMINISTRATIVA;129.8056;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha.SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha.SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha.SEG. HR:La  sup. De la Res Adm. Es 1869.5989 ha. INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122893;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0676/2007;29/11/2007;ADMINISTRATIVA;27.376;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;NO TIENE;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;La sup. De  la Res Adm es 1559.4904 ha.HR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122894;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0676/2007;29/11/2007;ADMINISTRATIVA;68.8531;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;NO TIENE;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;La sup. De  la Res Adm es 1559.4904 ha.HR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122897;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0624/2007;13/11/2007;ADMINISTRATIVA;159.7881;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;NO TIENE;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122931;TIERRA FISCAL;TCO TACANA;TIERRA FISCAL;TCO TACANA;RA-ST No0610/2007;12/11/2007;ADMINISTRATIVA;180.3429;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
122949;TIERRA FISCAL;TIERRA  FISCAL;TIERRA FISCAL;TIERRA  FISCAL;RA-ST No0620/2007;12/11/2007;ADMINISTRATIVA;563.6691;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
123026;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0626/2007;13/11/2007;ADMINISTRATIVA;2166.8212;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;SAN-TCO;;;;;;;;2007;;;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;SEG. HR:La  sup. De la Res  es 10290.5686 haSEG. HR:La  sup. De la Res  es 10290.5686 haSEG. HR:La  sup. De la Res  es 10290.5686 haSEG. HR:La  sup. De la Res  es 10290.5686 ha INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
123027;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0626/2007;13/11/2007;ADMINISTRATIVA;4695.2198;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;SAN-TCO;;;;;;;;2007;;;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;SUP.  10290.5686HR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
123033;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0615/2007;12/11/2007;ADMINISTRATIVA;3113.0122;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;2.15.1.05.0000137;;;;;;;2007;;;FALSO;6/2/2015;MEDIANTE NOTA DGAT-CI No578/2017 y HR 25866/2017, NOTA REMITIDA DGAT-CI N°613/2016 DE FECHA 20/12/2017 CON HRE N° 39237;DN-C-EXT. N°.930/2015;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;RES. LEGALIZADAHR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:REGISTRADO CON FOLIO;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
123041;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0625/2007;13/11/2007;ADMINISTRATIVA;714.2613;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
123082;TIERRA FISCAL;PROPIEDAD MOSTAJO;TIERRA FISCAL;PROPIEDAD MOSTAJO;RA-CS No0002/2011;6/1/2011;ADMINISTRATIVA;603.0583;0;;RECORTE;MEDIANA;AGRICOLA;LA PAZ;;;CAT-SAN;;;;DGS No2348/2011;25/8/2011;DN HRE No29249/2011;25/8/2011;2011;;;FALSO;17/3/2015;NOTA REMITIDA DGAT-CI Nº 589/2017 DE FECHA 07/11/2017;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;  OBS_DDRR:TF PARA COMPENSAR;;;;25;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
123083;TIERRA FISCAL;TIERRA FISCAL TCO TACANA;TIERRA FISCAL;TIERRA FISCAL TCO TACANA;RA-ST No0621/2007;12/11/2007;ADMINISTRATIVA;2.7277;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;La sup. De la Res  es 10438.9349 ha.HR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
123089;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-CS No0003/2011;6/1/2011;ADMINISTRATIVA;192.6094;;;SIN DEFINIR;SIN DEFINIR;SIN DEFINIR;LA PAZ;;;CAT-SAN;2.15.1.01.0000640;;;DGCR-CI No.883/2024;26/6/2024;DN HRI No22983/2023;;2024;;;FALSO;1/8/2024;;;;;;;;;1397;1397ok;159;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS;SI;;REPORTADO;TIERRA FISCAL VIGENTE
123093;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-SS N°0004/2011;6/1/2011;ADMINISTRATIVA;182.4075;;;SIN DEFINIR;SIN DEFINIR;TIERRA FISCAL;LA PAZ;;;SIN DEFINIR;2.15.1.01.0000626;;;DGCR-CI Nro 725/2026;15/7/2026;DN HRI Nro 9715/2026;15/7/2026;2026;;;FALSO;21/7/2026;;;;;;;;;;;;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS;SI;;REPORTADO;TIERRA FISCAL VIGENTE
123096;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0618/2007;12/11/2007;ADMINISTRATIVA;10.4029;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
123106;TIERRA FISCAL;TIERRA FISCAL TCO TACANA TUMUPASA;TIERRA FISCAL;TIERRA FISCAL TCO TACANA TUMUPASA;RA-ST No0621/2007;12/11/2007;ADMINISTRATIVA;5888.1874;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;La sup. De la Res  es 10438.9349 ha.HR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
123108;TIERRA FISCAL;TIERRA FISCAL TCO TACANA TUMUPASA;TIERRA FISCAL;TIERRA FISCAL TCO TACANA TUMUPASA;RA-ST No0621/2007;12/11/2007;ADMINISTRATIVA;199.2418;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;La sup. De la Res  es 10438.9349 ha.HR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
123111;TIERRA FISCAL;TIERRA FISCAL TCO TACANA TUMUPASA;TIERRA FISCAL;TIERRA FISCAL TCO TACANA TUMUPASA;RA-ST No0621/2007;12/11/2007;ADMINISTRATIVA;28.0209;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;La sup. De la Res  es 10438.9349 ha.HR CATASTRO>DDRR:INF CAT:SEG. HR:SEG. HR:SEG. HR:SEG. HR: INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
123181;TIERRA FISCAL;TIERRA FISCAL TCO TACANA;TIERRA FISCAL;TIERRA FISCAL TCO TACANA;RA-ST No0623/2007;12/11/2007;ADMINISTRATIVA;1512.8154;0;;RECORTE;COMUNITARIA;SIN DEFINIR;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;NO TIENE;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
123424;TIERRA FISCAL;POLIGONO 003;TIERRA FISCAL;POLIGONO 003;RA-ST No0616/2007;12/11/2007;ADMINISTRATIVA;344.5438;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2008;;;FALSO;16/1/2015;NOTA REMITIDA DGAT-CI N°613/2016 DE FECHA 20/12/2017 CON HRE N° 39237;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
123436;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-ST No0611/2007;12/11/2007;ADMINISTRATIVA;3.3057;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2007;;;FALSO;6/2/2015;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
123450;TIERRA FISCAL;POLIGONO 003;TIERRA FISCAL;POLIGONO 003;RA-ST No0616/2007;12/11/2007;ADMINISTRATIVA;1150.7351;0;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;LA PAZ;;;CAT-SAN Y SAN-TCO;;;;;;;;2008;;;FALSO;16/1/2015;NOTA REMITIDA DGAT-CI N°613/2016 DE FECHA 20/12/2017 CON HRE N° 39237;;;;;SUPERFICIE PENDIENTE A LA TCO´S TACANA I;  OBS_DDRR:TF PARA COMPENSAR;0;;;10;;;;;NIEVEZ MORALES;JUAN CARLOS ROJAS CALIZAYA;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
161649;TIERRA FISCAL;YUMBIA, ARENAL I, CHALANA VIEJA, CASA DE PIEDRA Y  TIERRA FISCAL;TIERRA FISCAL;YUMBIA, ARENAL I, CHALANA VIEJA, CASA DE PIEDRA Y  TIERRA FISCAL;21446;16/6/2017;SUPREMA;685.7102;0;;ILEGALIDAD;SIN DEFINIR;SIN DEFINIR;CHUQUISACA;;;SAN-TCO;;;;DGST No.3550/2017;30/11/2017;DN HRI No.34204/2017;20/12/2017;2017;;DGS-JRV-TJA-CT- No.092/2012;VERDADERO;5/2/2018;DN HRI No34204/2017VIA SANEAMIENTO;;;DN HRI No34204/2017VIA SANEAMIENTO;;SUPERFICIE PENDIENTE A LA TCO´S  ITIKA GUASU;"SOL.PRESI:DGAT C EXT N 15/2018, 25 DE JULIO DE 2018SOL.PRESI:DGAT C EXT N 15/2018, 25 DE JULIO DE 2018SOL.PRESI:DGAT C EXT N 15/2018, 25 DE JULIO DE 2018 INF_INSP:  AP:  CONTENCIOSO:Reportada
Cuenta con proceso contencioso
no cuenta aun con sentencia del tribunal agroambiental  OBS_DDRR:TF PARA COMPENSAR";;;;120;;;;;NIEVEZ MORALES;EVO MORALES AYMA;SI;;REPORTADO;TIERRA FISCAL VIGENTE
173914;TIERRA FISCAL;COM 15 DE MAYO;TIERRA FISCAL;COM 15 DE MAYO;RA-CS-SC No0083/2002;25/2/2002;ADMINISTRATIVA;35.9693;35.9693;;RECORTE;PEQUEÑA;AGRICOLA;SANTA CRUZ;;;CAT-SAN;;;;DGS No0656/2014;11/3/2014;DN HRI No6618/2014;11/3/2014;2014;;DGS-SC-N-CT-No.093/2014;FALSO;7/4/2015;22748/2018 DGAT CI Nº 758/2018 04 de septiembre de 2018;;;;;;SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018SOL.PRESI:DGAT-CI Nº 671/2018 21276/2018 INF_INSP:  AP:  CONTENCIOSO:  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;;;;60;;;;;CLETO MIRANDA;RENE SALOMON VARGAS;SI;;REPORTADO;TIERRA FISCAL VIGENTE
178783;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;TIERRA FISCAL;RA-SS No0056/2003;20/3/2003;ADMINISTRATIVA;6771.659;6771.659;;IDENTIFICADA;TIERRA FISCAL;TIERRA FISCAL;PANDO;;;SAN-SIM;;;;;;;;2008;;;FALSO;16/1/2015;NOTA REMITIDA DGAT-CI N°276/2017 DE FECHA 10/05/2017 HR 12343/2017, DGAT-CI No276/2017 - VALIDADO;DN-C-EXT. N°.2464/2003, DN-C-EXT. N°. 446/2018 27 de julio de 2018 Generado;;;;;  OBS_DDRR:NOTA REMITIDA POR DISTRIBUCION A CATASTRO;0;;;3;;;;;NIEVEZ MORALES;RENE SALOMON VARGAS;REVISAR NOTA DE REMISION;;REPORTADO;TIERRA FISCAL VIGENTE
